MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			110811 X-Prize Challenge 3A, 304L transverse tensile test, Wo=0.2501", Thicko=0.205"			Time:	150.17505	Sec	11/9/2011 3:15:09 PM
Time	Axial Displacement	Axial Strain	Axial Force
Sec	in	in/in	lbf
12.088867	0.03531716	0.0019621952	1274.0936
12.118896	0.035435431	0.00197923	1274.723
12.148926	0.035483301	0.0019776076	1279.5197
12.178955	0.035609081	0.0019721738	1281.1232
12.208984	0.035719372	0.0019862638	1284.7787
12.239014	0.03578062	0.0020240722	1286.7175
12.269043	0.035933856	0.0020018211	1290.6885
12.299072	0.036031477	0.0020271032	1290.8398
12.329102	0.036030069	0.0020366521	1291.9215
12.359131	0.036139186	0.0020675901	1295.1547
12.38916	0.036240328	0.0020703599	1297.2974
12.419189	0.036316358	0.0020918101	1300.9309
12.449219	0.036379717	0.0020933738	1304.3733
12.479248	0.036571439	0.0021253508	1306.3708
12.509277	0.036581062	0.0021010581	1305.2216
12.539307	0.036732886	0.0021682847	1308.3611
12.569336	0.036730777	0.0021472629	1312.6821
12.599365	0.036906306	0.0022022608	1312.61
12.629395	0.036956757	0.0021733465	1313.9514
12.659424	0.037029035	0.0022153393	1317.2225
12.689453	0.037148245	0.0022336538	1318.4885
12.719482	0.037284113	0.0022415821	1321.1041
12.749512	0.037239291	0.0022614291	1325.1902
12.779541	0.037380561	0.0022624601	1325.1605
12.80957	0.037494138	0.0022933786	1329.5267
12.8396	0.037546232	0.0023007616	1332.0897
12.869629	0.037684686	0.0023293979	1334.4993
12.899658	0.03784097	0.0023540971	1334.0205
12.929688	0.037920289	0.0023639281	1337.0471
12.959717	0.03806578	0.0023891563	1338.7013
12.989746	0.038043719	0.0023871129	1341.0657
13.019775	0.038134534	0.0024084342	1345.0754
13.049805	0.038254213	0.0024314732	1346.4919
13.079834	0.03828777	0.0024231048	1346.3906
13.109863	0.03840252	0.0024560275	1350.0291
13.139893	0.03855646	0.0024720421	1350.0031
13.169922	0.038608089	0.0025058794	1352.7155
13.199951	0.038613953	0.0025405046	1357.0192
13.22998	0.038782209	0.0024956143	1358.4772
13.26001	0.038848147	0.0025653676	1359.7833
13.290039	0.038980499	0.0025748368	1363.9801
13.320068	0.038989652	0.0025893277	1362.1324
13.350098	0.039122704	0.0026124069	1364.5928
13.380127	0.039243791	0.0026324573	1365.9423
13.410156	0.039310437	0.0026499936	1367.6757
13.440186	0.03949324	0.0026776334	1370.8163
13.470215	0.039512247	0.0026792306	1374.4207
13.500244	0.039655391	0.0027265069	1376.0413
13.530273	0.039681908	0.0027339151	1373.63
13.560303	0.039747849	0.0027537672	1376.5088
13.590332	0.039876446	0.0027904403	1379.5784
13.620361	0.03997571	0.002792554	1379.7975
13.650391	0.040004808	0.0028270516	1380.0994
13.68042	0.039978996	0.0028396659	1385.1471
13.710449	0.040174235	0.0028731846	1384.4966
13.740479	0.040349294	0.0029085125	1387.8434
13.770508	0.040402327	0.002938462	1391.668
13.800537	0.040464278	0.0029298435	1390.7422
13.830566	0.040575277	0.0029762127	1393.6115
13.860596	0.04062878	0.0029810327	1396.5996
13.890625	0.040816508	0.0030161394	1396.061
13.920654	0.040745407	0.0030388609	1397.6108
13.950684	0.040920231	0.0030732709	1397.4475
13.980713	0.04100471	0.0031044376	1400.7135
14.010742	0.041083086	0.0031453595	1401.3909
14.040771	0.041147385	0.0031465655	1403.5457
14.070801	0.041257445	0.0031914217	1404.8042
14.10083	0.041430391	0.0032245177	1407.7089
14.130859	0.04140763	0.0032347427	1407.2021
14.160889	0.041560628	0.0032636747	1408.2977
14.190918	0.041677024	0.0033315518	1411.2582
14.220947	0.041757513	0.003328756	1412.1978
14.250977	0.041769713	0.0033688708	1413.9688
14.281006	0.04192647	0.003431072	1415.8103
14.311035	0.042019162	0.0034002829	1418.1514
14.341064	0.042116314	0.0034345486	1418.9305
14.371094	0.042200323	0.0035013827	1420.9539
14.401123	0.04228574	0.0035038907	1418.4984
14.431152	0.042333379	0.0035416293	1422.2557
14.461182	0.042410817	0.0035845744	1424.6868
14.491211	0.042569216	0.0036205617	1426.2275
14.52124	0.042618964	0.0036405139	1427.3403
14.55127	0.042819366	0.0036918744	1427.1392
14.581299	0.042852689	0.0036960617	1427.2908
14.611328	0.042901497	0.0037087277	1430.0115
14.641357	0.04305356	0.0037720539	1431.0364
14.671387	0.043092046	0.0037967265	1432.196
14.701416	0.043148834	0.0038221627	1432.7827
14.731445	0.043299723	0.0038903244	1438.2289
14.761475	0.043381855	0.0039064633	1439.4524
14.791504	0.043425739	0.0039472454	1436.42
14.821533	0.043554101	0.0039711692	1435.5233
14.851563	0.0436543	0.0040064561	1439.2838
14.881592	0.043727282	0.0040357662	1442.0353
14.911621	0.043768581	0.0040462832	1442.436
14.94165	0.043873712	0.0041000671	1443.5194
14.97168	0.044003244	0.0041409433	1445.6591
15.001709	0.04411307	0.0041997279	1444.7612
15.031738	0.044106029	0.0042186305	1444.6852
15.061768	0.044362985	0.0042702099	1449.0902
15.091797	0.044446293	0.0042834175	1448.8706
15.121826	0.044459902	0.0043137623	1449.5209
15.151855	0.044514343	0.0043486929	1451.6414
15.181885	0.044622056	0.0044056219	1449.9419
15.211914	0.044733286	0.0044519971	1452.8497
15.241943	0.044755109	0.0044605085	1452.9707
15.271973	0.044882532	0.004516439	1453.4462
15.302002	0.045007844	0.0045764442	1455.7928
15.332031	0.04506252	0.0045949467	1457.7844
15.362061	0.045160141	0.0046228776	1458.3925
15.39209	0.045287091	0.0046956339	1459.056
15.422119	0.045413107	0.0047157891	1458.3478
15.452148	0.045474589	0.0047349306	1460.0112
15.482178	0.045515891	0.0048067784	1460.1682
15.512207	0.045598961	0.0048387423	1462.2347
15.542236	0.045702212	0.0048498949	1465.3518
15.572266	0.04576299	0.0048975162	1465.2834
15.602295	0.045810863	0.00496628	1463.7045
15.632324	0.046033323	0.0049765599	1468.4536
15.662354	0.046041068	0.0050468119	1466.3369
15.692383	0.046206508	0.0050894697	1468.593
15.722412	0.046238653	0.0051132892	1467.6687
15.752441	0.046352468	0.0051381039	1471.0192
15.782471	0.046443518	0.0051726131	1471.6155
15.8125	0.046517201	0.0052225618	1471.288
15.842529	0.046579387	0.0052701142	1472.1611
15.872559	0.046743888	0.0053001959	1472.8643
15.902588	0.046788942	0.0053506633	1473.089
15.932617	0.046899702	0.005409502	1475.1606
15.962646	0.046960011	0.0054235654	1477.9751
15.992676	0.047086496	0.0054613049	1475.1355
16.022705	0.047181536	0.005495247	1474.8955
16.052734	0.0473397	0.0055439188	1475.769
